Term,IDF
дайдо,4.60517
физика,1.714798
питать,3.912023
япония,1.171183
ii,0.673345
sm,4.60517
свт,1.514128
мацеёвица,4.60517
оружие,1.832581
посёлок,1.832581
астронавт,2.813411
греко-римский,3.912023
забастовка,2.407946
двойной,2.65926
сиримаво,4.60517
приёмный,3.912023
лист,1.966113
памятный,0.891598
преподобный,1.427116
джоэль,4.60517
бонит,4.60517
вцик,2.65926
пчелиный,3.506558
азербайджанский,1.771957
комедиантка,3.506558
маршал,1.89712
педагог,1.272966
бобслеистка,3.912023
гарай,4.60517
жан,1.966113
рсфср,0.693147
джаз,2.813411
тадеуш,3.218876
тони,2.407946
бомба,2.120264
водить,4.60517
горнолыжник,2.65926
султан,2.525729
научно-фантастический,3.506558
патриархия,3.506558
химик,1.771957
асис,4.60517
стиральный,4.60517
нарайан,4.60517
певец,1.07881
испания,1.272966
кинорежиссёр,1.237874
толстой,1.832581
сравнить,0.916291
убить,1.139434
гана,3.218876
каллистрат,4.60517
заальфелёд,4.60517
болотников,4.60517
опережать,1.049822
ненецкий,2.302585
швейцарский,1.560648
вегарда,4.60517
нуэво-берлин,4.60517
престол,1.832581
барашек,4.60517
ульванг,4.60517
чемпионка,1.386294
сошальский,4.60517
пиджон,4.60517
фернанда,4.60517
карл,1.386294
кэролайна,3.912023
герман,1.89712
клод,2.65926
питер,1.714798
джулия,3.912023
край,1.514128
епихария,4.60517
поль,2.120264
внук,2.995732
сазерленд,4.60517
милосердие,3.506558
супруг,1.714798
франсиско,2.813411
орден,1.427116
корабль,1.309333
вспыхнуть,3.218876
синтетический,2.407946
стэнли,2.040221
омшаник,4.60517
паломничество,3.218876
взятие,2.65926
шукор,3.912023
терри,3.218876
кришнасвами,4.60517
октябрьский,1.89712
нарьян-мард,4.60517
итальянский,0.867501
хамраев,4.60517
собор,1.514128
ланна,4.60517
деятель,0.820981
тма-,3.218876
длительный,1.89712
тягачёв,4.60517
слалом,4.60517
черин,4.60517
литературовед,2.120264
фронт,1.469676
капризница,4.60517
наст,1.203973
меегерена,3.912023
цин,3.912023
девятина,4.60517
пчеловод,3.912023
бубновый,2.995732
генерал,1.237874
война,0.462035
уп,3.506558
мученица,2.407946
абу,3.912023
саватий,4.60517
джорджина,4.60517
гимнасий,4.60517
хан,2.120264
малерб,4.60517
погибнуть,0.867501
xx,0.653926
штормовой,4.60517
алексис,3.506558
канадский,1.272966
монархия,2.407946
гидди,4.60517
димитрий,1.514128
губернатор,1.609438
збукирёв,4.60517
катализатор,4.60517
свадьба,2.995732
джихад,4.60517
калифорния,2.040221
ислам,2.525729
глеб,2.207275
нацистский,2.207275
нтв,2.302585
семеро,3.912023
богоявленский,3.912023
член,0.579818
святой,0.994252
чемерзина,4.60517
матка,3.912023
европа,0.579818
фридерися,4.60517
гвон,4.60517
эсекьель,4.60517
_октябрь,2.995732
високосный,1.272966
политический,0.71335
козимый,3.912023
социалист-утопист,4.60517
антанта,3.218876
isbnвсе,2.302585
пчела,3.506558
сапожник,3.912023
лина,3.912023
жена,1.832581
гренландия,3.218876
нерабочий,0.967584
девка,4.60517
цк,1.514128
анфим,3.912023
хмельницкий,2.995732
пленение,3.912023
норвежский,0.994252
шеин,3.912023
григорианский,1.171183
честертон,4.60517
буш,2.65926
опера,1.427116
амиранашвили,4.60517
джоан,3.506558
элан,4.60517
извинение,2.995732
священный,2.65926
существование,1.427116
слоновый,4.60517
торжественно,2.813411
бильярдный,3.912023
плутоний,4.60517
пахон,4.60517
литва,1.386294
дион,3.912023
революционный,2.040221
снежкина,4.60517
бортнянский,4.60517
музафар,3.912023
ньюс,4.60517
голландский,1.514128
зина,3.912023
киви,3.912023
доп,0.891598
биофизик,4.60517
токио,3.218876
van,2.65926
мученик,1.347074
тренер,1.309333
стенваля,4.60517
бардо,4.60517
чилийский,3.912023
даниель,3.912023
покровитель,2.813411
погрести,4.60517
шейх,3.506558
палестинский,2.813411
монк,4.60517
консул,4.60517
земля,1.021651
василий,1.139434
военный,0.634878
вещание,1.832581
лидер,0.755023
кубок,1.386294
дирижёр,1.427116
пианист,1.469676
делавэр,3.912023
лыжа,2.995732
хореограф,2.302585
писатель-беллетрист,4.60517
эйзенхауэр,3.218876
антисептик,4.60517
катастрофа,1.309333
греция,1.89712
рококо,4.60517
измерить,3.912023
якобсон,3.506558
православие,1.049822
друза,3.912023
неофициальный,1.714798
мишин,4.60517
церковный,0.916291
кожа,3.218876
авдеев,4.60517
драматург,1.272966
маховлич,4.60517
марь,2.525729
карлос,3.912023
дишингера,4.60517
посмертно,2.65926
пруссак,3.912023
майя,2.525729
литературный,1.139434
астероид,2.525729
аида,3.912023
фарсальский,4.60517
психический,3.218876
кристиан,2.813411
геолог,2.813411
полярный,2.120264
воевода,4.60517
запрещение,2.995732
состав,0.71335
пчельник,4.60517
блокада,2.525729
альберто,3.218876
курц,4.60517
русско-турецкий,3.218876
англо-американский,2.995732
трудовой,1.771957
клавелла,4.60517
ракетно-космический,2.995732
нация,2.040221
ядро,2.207275
уэст,2.995732
airways,2.65926
голодовка,4.60517
мария,1.049822
хо,2.65926
пересчёт,1.237874
сопрано,2.995732
танцор,2.120264
константинович,2.813411
правильный,1.139434
прендергаст,4.60517
цезарь,3.218876
подписывать,2.525729
квасьневский,4.60517
катари,4.60517
луи,2.407946
секретарь,1.469676
офицер,1.832581
завершаться,2.995732
жениться,2.995732
покончить,2.040221
планета,1.771957
контрреволюционный,3.912023
алек,3.912023
заканчивать,3.218876
цветной,1.966113
подводник,4.60517
lines,3.912023
преобразование,1.771957
вестфалии,4.60517
рудьева,4.60517
-кратное,4.60517
гершель,4.60517
тереть,3.218876
провозглашение,2.302585
кирский,4.60517
немой,1.427116
полковник,2.302585
стойчевич,4.60517
олдридж,4.60517
горный,2.120264
расстрелять,1.609438
политик-лейборист,4.60517
гпу,3.912023
бонапарт,2.813411
настоятель,3.218876
кёйп,4.60517
витус,3.218876
разведка,2.120264
иго,3.218876
шум,3.506558
процедура,2.120264
живаго,4.60517
эрвин,2.65926
фотомодель,2.120264
бейкер,4.60517
изобрести,2.995732
всеобщий,1.771957
